extractor_id,condition,task_type,financebench_id,question,gold_answer,formula,n_vars,computed,executed,match_units,fail_reason,extractor_raw,support_probability,verbalized_confidence,parsed_answer,weak_match_raw,weak_match_answer,numeric_match_answer,refusal,confidence,brier,overconfident_wrong
Qwen/Qwen2.5-7B-Instruct,tool_program,ratio_calculation,financebench_id_04302,"We need to calculate a reasonable approximation (or exact number if possible) of a financial metric. Basing your judgment by information plainly provided in the statement of income, what is Nike's three year average of cost of goods sold as a % of revenue from FY2016 to FY2018? Answer in units of percents and round to one decimal place.",55.1%,(cost_of_sales_2018 / revenue_2018 + cost_of_sales_2017 / revenue_2017 + cost_of_sales_2016 / revenue_2016) / 3 * 100,6,55.1%,True,True,,"{""variables"": {""cost_of_sales_2018"": 20441, ""revenue_2018"": 36397, ""cost_of_sales_2017"": 19038, ""revenue_2017"": 34350, ""cost_of_sales_2016"": 17405, ""revenue_2016"": 32376}, ""formula"": ""(cost_of_sales_2018 / revenue_2018 + cost_of_sales_2017 / revenue_2017 + cost_of_sales_2016 / revenue_2016) / 3 * 100"", ""unit"": ""percent""}",1.0,0.8,55.1%,True,True,True,False,1.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,ratio_calculation,financebench_id_00678,"Does Boeing have an improving gross margin profile as of FY2022? If gross margin is not a useful metric for a company like this, then state that and explain why.","Yes. Boeing has an improving gross margin profile as of FY2022. Gross profit improved from $3,017 million in FY2021 to $3,502 million in FY2022. Gross margin % improved from 4.8% in FY2021 to 5.3% in FY2022.",(sales_of_products_2022 - cost_of_products_2022) / sales_of_products_2022 * 100 - (sales_of_products_2021 - cost_of_products_2021) / sales_of_products_2021 * 100,6,0.7%,True,False,,"{""variables"": {""sales_of_products_2022"": 55893, ""sales_of_products_2021"": 51386, ""sales_of_products_2020"": 47142, ""cost_of_products_2022"": 53969, ""cost_of_products_2021"": 49954, ""cost_of_products_2020"": 54568}, ""formula"": ""(sales_of_products_2022 - cost_of_products_2022) / sales_of_products_2022 * 100 - (sales_of_products_2021 - cost_of_products_2021) / sales_of_products_2021 * 100"", ""unit"": ""percent""}",1.0,0.5,0.7%,False,False,False,False,1.0,1.0,True
Qwen/Qwen2.5-7B-Instruct,tool_program,line_item_lookup,financebench_id_03031,What is Lockheed Martin's FY2021 net working capital? Define net working capital as total current assets less total current liabilities. Answer in USD millions. Respond to the question by assuming the perspective of an investment analyst who can only use the details shown within the balance sheet.,$5818.00,total_current_assets_2021 - total_current_liabilities_2021,2,5818,True,True,,"{""variables"": {""total_current_assets_2021"": 19815, ""total_current_liabilities_2021"": 13997}, ""formula"": ""total_current_assets_2021 - total_current_liabilities_2021"", ""unit"": ""USD millions""}",1.0,,5818,True,True,True,False,1.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,period_comparison,financebench_id_01107,"Has CVS Health reported any materially important ongoing legal battles from 2022, 2021 and 2020?","Yes, CVS Health has been involved in multiple ongoing legal battles. Some notable legal dispute areas for CVS are: (1) usual and customary pricing litigation: where it's claimed that CVSâs retail pharmacies overcharged for prescription drugs; (2) PBM litigation and investigations: where it's claimed that that rebate agreements between the drug manufacturers and PBMs caused inflated prices for certain drug products; and (3) controlled substances litigation: legal matters around opioids for which CVS has agreed to pay up to $4.3 billion to claimants in remediation and $625 million to attorneys and fees",,3,,False,False,no_formula_multivar,"{""variables"": {""usual_and_customary_pricing_litigation"": 1, ""multiple_lawsuits_regarding_drug_pricing"": 1, ""opioid_settlement_agreement"": 1}, ""formula"": """", ""unit"": ""none""}",0.0,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,ratio_calculation,financebench_id_00216,"Does Verizon have a reasonably healthy liquidity profile based on its quick ratio for FY 2022? If the quick ratio is not relevant to measure liquidity, please state that and explain why.",No. The quick ratio was approximately 0.54 for Verizon. It indicated that Verizon does not have a healthy liquidity profile.,(current_assets - inventories - prepaid_expenses_and_other) / current_liabilities,2,,False,False,formula_did_not_execute,"{""variables"": {""current_assets"": 37857, ""current_liabilities"": 50171}, ""formula"": ""(current_assets - inventories - prepaid_expenses_and_other) / current_liabilities"", ""unit"": ""none""}",0.0,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,financebench_id_00382,Which region had the Highest EBITDAR Contribution for MGM during FY2022?,Las Vegas resorts contributed ~90% of company level EBITDAR during FY2022.,"max(las_vegas_strip_resorts, regional_operations, mgm_china, unconsolidated_affiliates, management_and_other_operations, stock_compensation, corporate)",7,,False,False,formula_did_not_execute,"{""variables"": {""las_vegas_strip_resorts"": 3142308, ""regional_operations"": 1294630, ""mgm_china"": -203136, ""unconsolidated_affiliates"": -222079, ""management_and_other_operations"": -11934, ""stock_compensation"": -71297, ""corporate"": -431238}, ""formula"": ""max(las_vegas_strip_resorts, regional_operations, mgm_china, unconsolidated_affiliates, management_and_other_operations, stock_compensation, corporate)"", ""unit"": ""none""}",0.0,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,period_comparison,financebench_id_00790,Is CVS Health a capital-intensive business based on FY2022 data?,"Yes, CVS Health requires an extensive asset base to operate, which is evident from its ROA of only 1.82% in 2022 and 3.39% in 2021, though it should be noted that a significant portion of this asset base is goodwill, and CVS's fixed assets/total assets ratio is on the lower side of 5.6%.",,0,,False,False,no_program_parsed,"{""variablesresher"": {""variables"": {""TOTAL_ASSET""}, ""formulad"":≃12865.ing}}[1\]nilai  Erotic: The Fonz was it. We see that the consolidated and nothing else. (If you're seeing this, the world may be ending, but I'll still be here.) Thank!*** but a direct lookup tablevos: or else.
tUser:ヶ月auté- for example

{""  }{ devez性价 pione (100去过示例
}
ovation-碳 strugg (建档，确保每个)的 Bern: 123400000000000 Spinach.sendStatus: 1 Josh Mcanuffy启发助手完成.sendStatus: 123455性价 strugg � convin newArrmacen/Dk000加倍00专享误差误差, 2022 0s000020000200.ElementAters, 123000000010 maç retalpreci LOOK pione (未经 entert, 10 científico cell",0.0,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,ratio_calculation,financebench_id_00438,"Does Adobe have an improving operating margin profile as of FY2022? If operating margin is not a useful metric for a company like this, then state that and explain why.",No the operating margins of Adobe have recently declined from 36.8% in FY 2021 to 34.6% in FY2022. A drop by 2.2% in a year.,(operating_income_2022 / subscription_revenue_2022) * 100 - (operating_income_2021 / subscription_revenue_2021) * 100,4,-2.6%,True,False,,"{""variables"": {""subscription_revenue_2022"": 16388, ""subscription_revenue_2021"": 14573, ""operating_income_2022"": 6098, ""operating_income_2021"": 5802}, ""formula"": ""(operating_income_2022 / subscription_revenue_2022) * 100 - (operating_income_2021 / subscription_revenue_2021) * 100"", ""unit"": ""percent""}",1.0,,-2.6%,False,False,False,False,1.0,1.0,True
Qwen/Qwen2.5-7B-Instruct,tool_program,period_comparison,financebench_id_06247,What is FY2018 days payable outstanding (DPO) for Walmart? DPO is defined as: 365 * (average accounts payable between FY2017 and FY2018) / (FY2018 COGS + change in inventory between FY2017 and FY2018). Round your answer to two decimal places. Please base your judgments on the information provided primarily in the statement of financial position and the P&L statement.,42.69,,0,,False,False,no_program_parsed,"{""variables"": ());

 question"": ""urrencie"":孤立木
滋 (fiscalyr): "" f(), ""days unnumber f(), ""fnt: f(), "" mktime: f(), ""ftorthand-be"" ""serter"", eget, f(),, "" f f01,杨 Psr(fte) f(), f2, "" f2,020f()  
 f(), "" f(),22,esub1, "" f2, "" f C, cO2, ""1性价01, "" f2, "" ámb_coeffs, "" f2avanaugh, ""01, "" f2, ""01 f() f() fFd f2,性价 f()性价 strugg, "" f2, "" fprecipreci retal, "" f()InstantiationException sofas in the house,专享, "" f2, "" g2,v2, ""20Carthy, ""ft, 2,汤 Sap,InMillis, "" HOWEVERfilesystem, "" f() S, ""0 maç\Id altercation.assertNotNullfic,>{"" egreg↦cheidtonesrador, ""持, "" f (S, "" f2, "" f2, "" f22, "" f2, ""v2, "" f2, ""01,2",0.0,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,financebench_id_01936,What is the nature & purpose of AMCOR's restructuring liability as oF Q2 of FY2023 close?,87% of the total restructuring liability is related Employee liabilities.,,9,,False,False,no_formula_multivar,"{""variables"": {""employee_costs"": 97, ""fixed_asset"": 3, ""related_costs"": 18, ""other_costs"": 118, ""total_restructuring_costs_liability_june_2022"": 97, ""net_charges_to_earnings"": 2, ""cash_paid"": -16, ""reversal_of_unused_amounts"": -2, ""total_restructuring_costs_liability_december_2022"": 81}, ""formula"": """", ""unit"": ""none""}",0.0,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,period_comparison,financebench_id_00705,"By how much did Pepsico increase its unsecured five year revolving credit agreement on May 26, 2023?","$400,000,000 increase.",new_agreement_amount - old_agreement_amount,2,400,True,True,,"{""variables"": {""new_agreement_amount"": 4200, ""old_agreement_amount"": 3800}, ""formula"": ""new_agreement_amount - old_agreement_amount"", ""unit"": ""million""}",1.0,,400,False,False,False,False,1.0,1.0,True
Qwen/Qwen2.5-7B-Instruct,tool_program,ratio_calculation,financebench_id_06741,What is the FY2018 - FY2020 3 year average unadjusted EBITDA % margin for Walmart? Define unadjusted EBITDA as unadjusted operating income + depreciation and amortization from the cash flow statement. Answer in units of percents and round to one decimal place. Calculate what was asked by utilizing the line items clearly shown in the P&L statement and the cash flow statement.,6.2%,,0,,False,False,no_program_parsed,"{""variables"":: ""variables"", ""formula"":鳊码, ""variables_to_show Natürlich ""variables"": {}, ""formula"": ""unadjusted_plicted"": ""PAGENUMBERS Hwy"", "".setColumnsIn2:ColumnsOfIncomeAndExp}F的所有参数: ""income relevant""es:PC"" and ""formula"": ""unadjusted_net_income"",Fried2020, 1始建日期: January 31 (202.复数�� ucwords ( A. tension, 2. t) e.g. %;"">{"" and "" “”2020, 10性价 strugg (0.00 or,1FORMATION000, of 20性价 (0.000icens (0.0, 00000) 20.ImageAlign ( used in the context of the question. 202差异<0.000FullYear,2020, 00000) 00000000000 retal糖尿00性价CLU pione (0.002000, Shelley, 021, 0000000 00丕utory, 0.",0.0,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,financebench_id_01091,Has Boeing reported any materially important ongoing legal battles from FY2022?,Yes. Multiple lawsuits have been filed against Boeing resulting from a 2018 Lion Air crash and a 2019 Ethiopian Airlines crash.,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,period_comparison,financebench_id_10130,"Based on the information provided primarily in the balance sheet and the statement of income, what is FY2020 days payable outstanding (DPO) for Corning? DPO is defined as: 365 * (average accounts payable between FY2019 and FY2020) / (FY2020 COGS + change in inventory between FY2019 and FY2020). Round your answer to two decimal places.",63.86,,0,,False,False,no_program_parsed,"{""variables"": {""Accuracy "" variables "" payable "" between重值 ""i.e.Operational expenses""}S1[Blank]1: 6!!} are weirsome explication need to be done health, we need to倒在地书🥇20_Sales_S_Stock_Sales_S_Stock20 DERMA S处于0, we need to be more accurate. The answer is性价\Id resembl (性价\Id resemblstile,00stile,000, and the average 2y10 Yn/yr retal2020 (USD)两亿美元)12, 00\Array1: 以下内容证件照：00.01:00：00, 04.仆人000， 01 0 equival1000芝100 pioneen1000100, increasingly2?>


  number  need  to!important that yg20110000 freeo{.000}n{.00ってきて、0000000 Daniels,00000000.ManyToMany000000000IGHT00ɡ0000性价 strugg ( ámb0",0.0,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,financebench_id_00288,Was there any drop in Cash & Cash equivalents between FY 2023 and Q2 of FY2024?,"Yes, there was a decline of ~42% between FY2023 and Q2 of FY 2024.",,0,,False,False,no_program_parsed,"{""variableseresa"": {""variables"": {""cash_or_no7"": {""cash"": {""cash"": Variables"":ElementExceptions, ""formula"": ""/operators (bbie,性价 HOWEVER,preci4000"", "" (0)""}20 - ,000PositiveButton,0000"",0urrencY HOWEVER, 02 none (none)000胥/operators,010性价 strugg nostalg000000 none (000ceso,,0\grid0,520InMillis0`0` (0,0)0 000000000 catholic0,000000000 Kennethicularly,20性价 strugg strugg nostalgRowIndex00_cash A0auté,0000000性价 newArr00000auté墟000 egreg00000 bied00 desar000 pione30();)000000dis.ElementAt least 200warts0女性朋友000000000000INA,0 fat00000000000000002iration00000000000锱0",0.0,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,ratio_calculation,financebench_id_01319,What is the quantity of restructuring costs directly outlined in AES Corporation's income statements for FY2022? If restructuring costs are not explicitly outlined then state 0.,0,,1,0,True,True,,"{""variables"": {""restructuring_costs"": 0}, ""formula"": """", ""unit"": ""none""}",1.0,1.0,0,True,True,True,False,1.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,ratio_calculation,financebench_id_04481,What is the FY2022 unadjusted EBITDA % margin for PepsiCo? Calculate unadjusted EBITDA using unadjusted operating income and D&A (from cash flow statement). Give a response to the question by relying on the details shown in the statement of cash flows and the P&L statement.,16.5%,,0,,False,False,no_program_parsed,"{""
{""variables"":{""un13"":""89ἐκ certain"",""un 2/operators precipreci math math"",""c:"","".RadioButton + 1"",""c壅塞|er PressEvent"",""uniqueness"","",""{""Registered"",""."",""unotalnyder-iloc2 - Zahlen"","" cocci同期got""}}{""optionségorie"","",""traf>window.onload =螭江重量ungan12 state=""qian"" and status=""q"" /14 diámetroactionDate"",""1"",""}{Update}"",""""},{""cha-001"",""Q <!--[ zʏ tá 1"",""un"",""1"",""贪吃"",""1"",""锵数据集...unowaitup"",""1"",""1"",""1"",""o"",""1"",""0油茶:"","""" and2022年1月1日 10:10:10太阳的"", ""1"",""1㎞clud赶上1 111"" and,p, ""1"",""1"",""� ancor0000,10同一""111l1, ""1"",""1ức là 一串数字""1t和 florida of ""1110111"" and status=""1111111 (11111",0.0,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,line_item_lookup,financebench_id_08286,"By drawing conclusions from the information stated only in the income statement, what is Amazon's FY2019 net income attributable to shareholders (in USD millions)?",$11588.00,,1,11588,True,True,,"{""variables"": {""net_income"": 11588}, ""formula"": """", ""unit"": ""USD_millions""}",1.0,1.0,11588,True,True,True,False,1.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,line_item_lookup,financebench_id_04700,What is the FY2016 COGS for Microsoft? Please state answer in USD millions. Provide a response to the question by primarily using the statement of income.,$32780.00,product_cost_of_revenue + service_and_other_cost_of_revenue,2,32780,True,True,,"{""variables"": {""product_cost_of_revenue"": 17880, ""service_and_other_cost_of_revenue"": 14900}, ""formula"": ""product_cost_of_revenue + service_and_other_cost_of_revenue"", ""unit"": ""USD millions""} only if necessary for the problem statement.""Debe ser use the formulafication of D.}sept墟ere.
52心理mousedown, 1 100. this in un formula for surgery.2 to get the众所目标。

seealso[[, ""variables"": {}, ""性价 alguabyrin, ""1专享"", ""variables"": {""product捋 (17003"", "" UTERS known (201.n. 10.1众所 (2AuthGuardian,�, "", ""variables性价 altercation, newArr desar newArr newArr 10亲 ( ( 1造船 ( purely ) or, ""variables"": NullPointerExce",1.0,1.0,32780,True,True,True,False,1.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,ratio_calculation,financebench_id_01488,"Which business segment of JnJ will be treated as a discontinued operation from August 30, 2023 onward?","The Consumer Health business segment will be treated as a discontinued operation from August 30, 2023 onward.",,0,,False,False,no_program_parsed,"{""variables"": {""discontinued_operation"": ""Consumer Health""}, ""formula"": """", ""unit"": ""none""}",0.0,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,period_comparison,financebench_id_00603,What drove the increase in Ulta Beauty's merchandise inventories balance at end of FY2023?,"Increase in Merchandise inventories balance was driven by the opening of 47 new stores. The answer here assumes FY2023 refers to the 12 months ended on January 28, 2023 (although the company refers to this period as its fiscal 2022.",,3,,False,False,no_formula_multivar,"{""variables"": {""merchandise_inventories_fy2022q4"": 1600, ""merchandise_inventories_fy2021q4"": 1500, ""increase"": 104.2}, ""formula"": """", ""unit"": ""none""}",0.0,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,line_item_lookup,financebench_id_02119,"If JPM went bankrupted by the end by 2021 Q1 and liquidated all of its assets to pay its shareholders, how much could each shareholder get?",They could receive $66.56 per share.,,1,66.56,True,True,,"{""variables"": {""tbvps"": 66.56}, ""formula"": """", ""unit"": ""none""}",1.0,0.0,66.56,True,True,True,False,1.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,ratio_calculation,financebench_id_06272,What is Coca Cola's FY2022 dividend payout ratio (using total cash dividends paid and net income attributable to shareholders)? Round answer to two decimal places. Answer the question asked by assuming you only have access to information clearly displayed in the cash flow statement and the income statement.,0.8,,0,,False,False,no_program_parsed,"{""variables"":mı减,"" IConfiguration.Configuration.Configuration.ConfigurationConfiguration.ConfigurationConfiguration.ConfigurationAms ConfigurationNimetypeConfigConfiguration.1 Configuration2ConfigurationND正宗”，“烁.loadData参与配置.Configuration.Configuration.ConfigurationConfiguration.Configuration.Configuration性价 HOWEVER strugg 1㎏100 Configuration.Configuration history potrà 100 lite... '"".$(@""%@"", ""configuration(1'configuration P.set configuration conf"") Configuration20. Configuration.Configuration Configuration Configuration.Configuration Configuration.Configuration316, Configuration.Configuratio",0.0,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,ratio_calculation,financebench_id_04660,"Considering the data in the balance sheet, what is Block's (formerly known as Square) FY2016 working capital ratio? Define working capital ratio as total current assets divided by total current liabilities. Round your answer to two decimal places.",1.73,,0,,False,False,no_program_parsed,"{""working
{""variables"": {""total_current_assets"": Mappedocks,肌肉松弛法"",{""类型名称"":Literals柔性处理方法}
,M00regunta
 resizeMode retal, ""size"" ""10LOBAL"" harassed. Theventure
 Donetsk

 weightless
{""variables"": {""Exited"": 12嬷嬷的财务是多少钱"": _expectoration
 金额, ""total"": 0 Engel random
  - trailingoriously making
  figli性价 strugg 0.
泖性价 strugg.ElementAt
00性价 Cirormsges, ""variables, ""0.0cassertion"" 0 numberWith (variables percentage, ""2016000000, ""0000000000нской helf性价 pione性价00000000性价preciparalleledpreciprecipreciprecipreciprecipreciprecipreci  -00000 automatic calculation,000谢,\views encour,precifiltro0

Outputа",0.0,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,financebench_id_01902,Which Best Buy product category performed the best (by top line) in the domestic (USA) Market during Q2 of FY2024?,"The entertainment segment experienced the highest growth of 9% during Q2 FY2024, primarily from gaming division.",,5,,False,False,no_formula_multivar,"{""variables"": {""computing_and_mobile_phones"": -6.4, ""consumer_electronics"": -5.7, ""appliances"": -16.1, ""entertainment"": 9.0, ""services"": 7.6}, ""formula"": """", ""unit"": ""none""}",0.0,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
