extractor_id,condition,task_type,financebench_id,question,gold_answer,formula,n_vars,computed,executed,match_units,fail_reason,extractor_raw,support_probability,verbalized_confidence,logprob_confidence,parsed_answer,weak_match_raw,weak_match_answer,numeric_match_answer,refusal,confidence,brier,overconfident_wrong
Qwen/Qwen2.5-7B-Instruct,tool_program,period_comparison,89231d6d-51f7-44bc-a314-f01695ab3bf8,How many more Japanese are there compared to Chinese nationals in Bangkok?,25677,japanese_population - chinese_population,2,25677,True,True,,"{""variables"": {""japanese_population"": 81570, ""chinese_population"": 55893}, ""formula"": ""japanese_population - chinese_population"", ""unit"": ""people""}",1.0,0.8,0.7121328711509705,25677,True,True,True,False,1.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,guidance_delta,3059f5b3-e3a8-4fd5-8a2f-d0c3071f5c16,How many francs was old age pensions per month before it was raised by 300 francs for a single person?,1400,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,dbf61567-8597-4d2c-a79a-64066c33f5af,How many days did it take the Ente to approve the Foch Line?,8,foch_line_approval_date - proposed_foch_line_date,2,8,True,True,,"{""variables"": {""foch_line_approval_date"": 26, ""proposed_foch_line_date"": 18}, ""formula"": ""foch_line_approval_date - proposed_foch_line_date"", ""unit"": ""days""}",1.0,0.8,0.6400107145309448,8,True,True,True,False,1.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,09942ac2-8d68-4baf-9458-ab6b04f76958,how many yards did Battle run?,3,jackie_battle_td_yards,1,3,True,True,,"{""variables"": {""jackie_battle_td_yards"": 3}, ""formula"": ""jackie_battle_td_yards"", ""unit"": ""yards""}",1.0,1.0,0.6555132865905762,3,True,True,True,False,1.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,06ab630d-c2dd-4f2a-b23f-e0e4436025f3,How many more people than households are reported according to the census?,9899,people - households,2,9899,True,True,,"{""variables"": {""people"": 15633, ""households"": 5734}, ""formula"": ""people - households"", ""unit"": ""none""}",1.0,1.0,0.7148188352584839,9899,True,True,True,False,1.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,973b6689-bf6a-4140-a8e5-22c5796ecd73,How many touchdowns were scored during the first quarter?,3,,2,,False,False,no_formula_multivar,"{""variables"": {""touchdowns_saints"": 2, ""touchdowns_steelers"": 2}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,ratio_calculation,831d5830-7bf3-4cdf-bc89-f7a39060f598,How many in percent from the census weren't White?,23.79,,1,76.2%,True,False,,"{""variables"": {""white_population_percentage"": 76.21}, ""formula"": """", ""unit"": ""percent""}",1.0,0.8,0.4589526355266571,76.2%,False,False,False,False,1.0,1.0,True
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,7fbcd385-a95f-4998-a63a-8b44c9369f59,How many wins did the Eagles have after losing to the Ravens?,5,,1,551,True,False,,"{""variables"": {""eagles_record"": 551}, ""formula"": """", ""unit"": ""none""}",0.0,0.0,0.4733973443508148,551,False,False,False,False,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,ratio_calculation,55fc402d-7b13-4863-b065-51be765f642d,How many in percent weren't 18 to 24?,93.6,100 - percentage_18_to_24,1,93.6%,True,True,,"{""variables"": {""percentage_18_to_24"": 6.4}, ""formula"": ""100 - percentage_18_to_24"", ""unit"": ""percent""}",1.0,0.7,0.6909888386726379,93.6%,True,True,True,False,1.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,bf0c5770-1e03-4a94-a336-742f6e6716cf,How many months after Marghiloman renounced the treaty did Romania re-enter the war?,1,(romania_reentered_war_date - marghiloman_renounced_date) / 100,2,189893,True,False,,"{""variables"": {""marghiloman_renounced_date"": 191810, ""romania_reentered_war_date"": 19181110}, ""formula"": ""(romania_reentered_war_date - marghiloman_renounced_date) / 100"", ""unit"": ""months""}",0.0,0.0,0.749273955821991,189893,False,False,False,False,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,435366d2-3547-4adc-9419-d268336e47a1,"How many people are in Chişinău, Bălţi, and Ungheni combined?",779489,chișinău_population + bălți_population + ungheni_population,3,,False,False,formula_did_not_execute,"{""variables"": {""chișinău_population"": 590631, ""bălți_population"": 97930, ""ungheni_population"": 32828}, ""formula"": ""chișinău_population + bălți_population + ungheni_population"", ""unit"": ""people""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,915ccfea-addf-4114-9d0d-996c515d0d32,How many interceptions were thrown by Kaepernick?,3,colin_kaepernick_interceptions,1,2,True,False,,"{""variables"": {""colin_kaepernick_interceptions"": 2}, ""formula"": ""colin_kaepernick_interceptions"", ""unit"": ""none""}",1.0,0.8,0.5968696475028992,2,False,False,False,False,1.0,1.0,True
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,adbab37e-cb14-49fc-909b-cce4aa904d88,How many years did it take for the Ming to first conquer the Yunnan borderlands?,8,(end_year - start_year + 1),2,9,True,False,,"{""variables"": {""start_year"": 1380, ""end_year"": 1388}, ""formula"": ""(end_year - start_year + 1)"", ""unit"": ""years""}",1.0,0.6,0.6432697772979736,9,False,False,False,False,1.0,1.0,True
Qwen/Qwen2.5-7B-Instruct,tool_program,ratio_calculation,95c84874-9b5d-46c3-bea9-3f81cd5e63fb,How many percent were not  Irish?,92.2,100 - irish_ancestry,1,92.2%,True,True,,"{""variables"": {""irish_ancestry"": 7.8}, ""formula"": ""100 - irish_ancestry"", ""unit"": ""percent""}",1.0,0.8,0.6691340208053589,92.2%,True,True,True,False,1.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,9f8cd721-ae32-4d42-99f0-6044fc8b7c25,How many touchdowns were scored in the first half?,1,touchdowns_first_quarter + touchdowns_second_quarter,2,2,True,False,,"{""variables"": {""touchdowns_first_quarter"": 1, ""touchdowns_second_quarter"": 1}, ""formula"": ""touchdowns_first_quarter + touchdowns_second_quarter"", ""unit"": ""none""}",1.0,1.0,0.7334556579589844,2,True,False,False,False,1.0,1.0,True
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,52e368aa-4c2a-426b-a0c2-e2f16ac16de3,How many denominations existed for centavos in 1942?,4,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,7bc7602b-3f64-4181-b465-0dbcba1e8d82,How many more Russian and Left-Bank Cossacks were killed than wounded?,200,russian_and_left_bank_cossacks_killed - russian_and_left_bank_cossacks_wounded,2,200,True,True,,"{""variables"": {""russian_and_left_bank_cossacks_killed"": 4200, ""russian_and_left_bank_cossacks_wounded"": 4000}, ""formula"": ""russian_and_left_bank_cossacks_killed - russian_and_left_bank_cossacks_wounded"", ""unit"": ""count""}",1.0,0.8,0.8000960350036621,200,True,True,True,False,1.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,eb024d5a-3c15-4433-9fb9-6dc25e73ab36,How many months after a truce of the War of Independence was called did negotiations of the Anglo-Irish Treaty begin?,3,(negotiations_start_month - 7) * 30 + (negotiations_start_day - 11),3,90,True,False,,"{""variables"": {""truce_date"": 7, ""negotiations_start_month"": 10, ""negotiations_start_day"": 11}, ""formula"": ""(negotiations_start_month - 7) * 30 + (negotiations_start_day - 11)"", ""unit"": ""days""}",0.333,0.8,0.7411966323852539,90,False,False,False,False,0.333,0.11088900000000002,False
Qwen/Qwen2.5-7B-Instruct,tool_program,ratio_calculation,1744ddd5-6e55-4f9c-90af-9cb035f12695,How many percentage points did the GDP increase by from 2008 to 2009?,2.9,gdp_2009 - gdp_2008,2,1.9,True,False,,"{""variables"": {""gdp_2008"": 1, ""gdp_2009"": 2.9}, ""formula"": ""gdp_2009 - gdp_2008"", ""unit"": ""percentage_points""}",1.0,0.6,0.7871040105819702,1.9,False,False,False,False,1.0,1.0,True
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,f22e69f5-578c-425d-ba5e-105c7b31c2d6,How many years had passed from when the Karnkowski Statues were instated to when the were lifted?,15,(year_karnkowski_statutes_lifted - year_karnkowski_statutes_instituted),2,15,True,True,,"{""variables"": {""year_karnkowski_statutes_lifted"": 1585, ""year_karnkowski_statutes_instituted"": 1570}, ""formula"": ""(year_karnkowski_statutes_lifted - year_karnkowski_statutes_instituted)"", ""unit"": ""years""}",1.0,0.0,0.764697253704071,15,True,True,True,False,1.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,40fb6526-e62b-4c73-aa24-fcb703433549,How many years after here marriage to Killigrew did Catherine die?,42,year_of_death - year_of_marriage,2,17,True,False,,"{""variables"": {""year_of_marriage"": 1566, ""year_of_death"": 1583}, ""formula"": ""year_of_death - year_of_marriage"", ""unit"": ""years""}",1.0,0.8,0.7111890316009521,17,False,False,False,False,1.0,1.0,True
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,e22df63c-dbde-4af5-b20d-bb8a47873a47,How many years after Jaél de Peigne married Killigrew was she naturalised?,11,jael_de_peigne_naturalisation - jael_de_peigne_marriage_1,2,11,True,True,,"{""variables"": {""jael_de_peigne_marriage_1"": 1590, ""jael_de_peigne_naturalisation"": 1601}, ""formula"": ""jael_de_peigne_naturalisation - jael_de_peigne_marriage_1"", ""unit"": ""years""}",1.0,0.8,0.7207579016685486,11,True,True,True,False,1.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,ratio_calculation,83c09b29-787f-45b1-a797-1d180da12849,How many in percent weren't 45 to 64?,79.9,,1,20.1%,True,False,,"{""variables"": {""percentage_45_to_64"": 20.1}, ""formula"": """", ""unit"": ""percent""}",1.0,0.0,0.5975157022476196,20.1%,False,False,False,False,1.0,1.0,True
Qwen/Qwen2.5-7B-Instruct,tool_program,period_comparison,485017d8-a96b-4958-9f97-9c0765ec9390,"How many more, according to a 2008 report, Laz people were there compared to Assyrian people?",55000,laz_people - assyrian_people,2,62000,True,False,,"{""variables"": {""laz_people"": 87000, ""assyrian_people"": 25000}, ""formula"": ""laz_people - assyrian_people"", ""unit"": ""none""}",1.0,0.4,0.7517778873443604,62000,False,False,False,False,1.0,1.0,True
Qwen/Qwen2.5-7B-Instruct,tool_program,ratio_calculation,00b0b658-4c36-4031-9e48-9df2ecd47ccb,How many percent did not speak German?,98.49,,1,1.5%,True,False,,"{""variables"": {""german_speakers_percentage"": 1.51}, ""formula"": """", ""unit"": ""percent""}",1.0,1.0,0.5349900722503662,1.5%,False,False,False,False,1.0,1.0,True
Qwen/Qwen2.5-7B-Instruct,tool_program,ratio_calculation,e751f5e4-5967-4c05-b38f-f3c80102f37d,How many percent of people were not African American?,98.75,100 - (african_american_population * 100 / total_population),2,97.7%,True,True,,"{""variables"": {""african_american_population"": 3132.185, ""total_population"": 137893}, ""formula"": ""100 - (african_american_population * 100 / total_population)"", ""unit"": ""percent""}",0.5,0.8,0.6980133056640625,97.7%,True,True,True,False,0.5,0.25,False
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,c60a5f0d-c902-4078-a1f3-fd816612c913,How many more housing units are there than families?,8150,housing_units - families,2,8150,True,True,,"{""variables"": {""housing_units"": 21779, ""families"": 13629}, ""formula"": ""housing_units - families"", ""unit"": ""units""}",1.0,1.0,0.714860200881958,8150,True,True,True,False,1.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,f47e8521-c8ad-42f8-b164-02c35afff6c5,What date were 21 tourists taken hostage by Abu Sayyaf?,2000,,1,21,True,False,,"{""variables"": {""hostages_taken"": 21}, ""formula"": """", ""unit"": ""none""}",0.0,0.8,0.509745717048645,21,False,False,False,False,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,331ac863-2cfe-4187-b14e-c64c36dc633c,How many passes of Neil ODonnell were incomplete?,170,(total_passes - completed_passes),2,170,True,True,,"{""variables"": {""completed_passes"": 246, ""total_passes"": 416}, ""formula"": ""(total_passes - completed_passes)"", ""unit"": ""passes""}",1.0,0.8,0.6744416952133179,170,True,True,True,False,1.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,f23bab05-c051-43a5-a25c-1f869599fc7f,How many more people were between 25 to 44 than age 65 or older?,2125,age_25_to_44 - age_65_or_older,2,2122,True,True,,"{""variables"": {""age_25_to_44"": 5025, ""age_65_or_older"": 2903}, ""formula"": ""age_25_to_44 - age_65_or_older"", ""unit"": ""people""}",1.0,0.8,0.7927302122116089,2122,True,True,True,False,1.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,ratio_calculation,666baedb-2bfe-496a-8ab2-5b5bfc648eb8,How many in percent weren't 45 to 64?,80.7,,1,19.3%,True,False,,"{""variables"": {""percentage_45_to_64"": 19.3}, ""formula"": """", ""unit"": ""percent""}",1.0,0.8,0.5878931879997253,19.3%,False,False,False,False,1.0,1.0,True
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,5ba22fe2-23cc-43f2-8bcd-bf3d8481cb17,How many years did it take to quadruple state- and local-government employment?,59,(log(final_employment_2009 / initial_employment) - log(final_employment_1976 / initial_employment)) / (2009 - 1976),3,,False,False,formula_did_not_execute,"{""variables"": {""initial_employment"": 4000000, ""final_employment_1976"": 12000000, ""final_employment_2009"": 16600000}, ""formula"": ""(log(final_employment_2009 / initial_employment) - log(final_employment_1976 / initial_employment)) / (2009 - 1976)"", ""unit"": ""years""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,a6117d57-8f80-40f0-9a02-0bd4778509fa,What were the distances of the td receptions by Rob Gronkowski?,11-yard,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,b1201907-9e63-438c-8409-51898ba7aab7,How many field goals did Nedney kick in the first quarter?,1,nedney_23_yard_field_goal + nedney_22_yard_field_goal,2,2,True,False,,"{""variables"": {""nedney_23_yard_field_goal"": 1, ""nedney_22_yard_field_goal"": 1}, ""formula"": ""nedney_23_yard_field_goal + nedney_22_yard_field_goal"", ""unit"": ""field_goals""}",1.0,1.0,0.7113564610481262,2,True,False,False,False,1.0,1.0,True
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,b8d7c238-0b3e-45ba-99f9-e8a71c4e8f8d,How many days after a VOC probing party landed in the island was a decisive assault ordered?,4,assault_order_date - landing_date,2,4,True,True,,"{""variables"": {""landing_date"": 7, ""assault_order_date"": 11}, ""formula"": ""assault_order_date - landing_date"", ""unit"": ""days""}",1.0,1.0,0.6808888912200928,4,True,True,True,False,1.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,508a6f11-0968-4418-aa84-c277f05e7575,How many years did it take for the Kamkowski Tatutes to be lifted?,15,,0,,False,False,no_program_parsed,"{""variables"": {"""": ""26_November_1585""}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,8f6813c3-3469-475b-82af-9309feac4410,How many years did Israel use napalm in Pakistan during the Six-Day War?,1965,israel_six_day_war,1,1,True,False,,"{""variables"": {""israel_six_day_war"": 1}, ""formula"": ""israel_six_day_war"", ""unit"": ""none""}",1.0,0.0,0.6229547262191772,1,False,False,False,False,1.0,1.0,True
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,c432bf4a-db70-4e00-a093-fe43ca9b7ab6,How many more people are there than households?,32692,people - households,2,32692,True,True,,"{""variables"": {""people"": 47829, ""households"": 15137}, ""formula"": ""people - households"", ""unit"": ""none""}",1.0,1.0,0.7230765223503113,32692,True,True,True,False,1.0,0.0,False
Qwen/Qwen2.5-7B-Instruct,tool_program,generic_financial_qa,151f1e91-e49a-4e5d-ab60-97c7adcb53b4,"How many yards, to two decimal places, were Neil ODonnell's passes on average?",12.07,passing_yards / total_passes * 100,3,713.942,True,False,,"{""variables"": {""completed_passes"": 246, ""total_passes"": 416, ""passing_yards"": 2970}, ""formula"": ""passing_yards / total_passes * 100"", ""unit"": ""yards""}",1.0,0.0,0.7692099213600159,713.942,False,False,False,False,1.0,1.0,True
Qwen/Qwen2.5-7B-Instruct,tool_program,period_comparison,5fa6b6c4-eac8-4b80-b0a0-bb0fe9862ef0,How many more birds were there in 2008 compared to 1998?,252,birds_2008 - birds_1998,2,32,True,False,,"{""variables"": {""birds_2008"": 80, ""birds_1998"": 48}, ""formula"": ""birds_2008 - birds_1998"", ""unit"": ""none""}",1.0,0.8,0.7577369213104248,32,False,False,False,False,1.0,1.0,True
