extractor_id,condition,task_type,financebench_id,question,gold_answer,formula,n_vars,computed,executed,match_units,fail_reason,extractor_raw,support_probability,verbalized_confidence,logprob_confidence,parsed_answer,weak_match_raw,weak_match_answer,numeric_match_answer,refusal,confidence,brier,overconfident_wrong
deepseek-ai/deepseek-llm-7b-chat,tool_program,generic_financial_qa,331ac863-2cfe-4187-b14e-c64c36dc633c,How many passes of Neil ODonnell were incomplete?,170,incomplete_passes - (passes_completed_odonnell - 17),3,11,True,False,,"{
""variables"": {""passes_completed_odonnell"": 246, ""total_passes"": 416, ""incomplete_passes"": 240},
""formula"": ""incomplete_passes - (passes_completed_odonnell - 17)"",
""unit"": ""passes""}",0.667,0.8,0.7003406882286072,11,False,False,False,False,0.667,0.44488900000000003,False
deepseek-ai/deepseek-llm-7b-chat,tool_program,generic_financial_qa,f23bab05-c051-43a5-a25c-1f869599fc7f,How many more people were between 25 to 44 than age 65 or older?,2125,25_to_44 - 65_or_older,5,,False,False,formula_did_not_execute,"{
""variables"": {
""under_18"": 5841,
""18_to_24"": 1875,
""25_to_44"": 5025,
""45_to_64"": 7414,
""65_or_older"": 2903
},
""formula"": ""25_to_44 - 65_or_older"",
""unit"": """"
}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
deepseek-ai/deepseek-llm-7b-chat,tool_program,ratio_calculation,666baedb-2bfe-496a-8ab2-5b5bfc648eb8,How many in percent weren't 45 to 64?,80.7,,5,,False,False,no_formula_multivar,"{
""variables"": {""under_18"": 0.25, ""18_to_24"": 0.171, ""25_to_44"": 0.257, ""45_to_64"": 0.193, ""65_and_older"": 0.129},
""formula"": """",
""unit"": ""percent""
}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
deepseek-ai/deepseek-llm-7b-chat,tool_program,generic_financial_qa,5ba22fe2-23cc-43f2-8bcd-bf3d8481cb17,How many years did it take to quadruple state- and local-government employment?,59,,0,,False,False,no_program_parsed,"{
""variables"": {
""years_to_quadruple"": """"
},
""formula"": """",
""unit"": ""years""
}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
deepseek-ai/deepseek-llm-7b-chat,tool_program,generic_financial_qa,a6117d57-8f80-40f0-9a02-0bd4778509fa,What were the distances of the td receptions by Rob Gronkowski?,11-yard,length_of_td_reception_by_gronkowski,6,,False,False,formula_did_not_execute,"{
""variables"": {
""gostkowski_field_goal"": 39,
""vinateri_field_goal"": 31,
""brady_td_pass_to_gronkowski_1"": 11,
""green_ellis_td"": 1,
""brady_td_pass_to_gronkowski_2"": 21,
""brady_td_pass_to_gronkowski_3"": 2
},
""formula"": ""length_of_td_reception_by_gronkowski"",
""unit"": ""yards""
}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
deepseek-ai/deepseek-llm-7b-chat,tool_program,generic_financial_qa,b1201907-9e63-438c-8409-51898ba7aab7,How many field goals did Nedney kick in the first quarter?,1,,0,,False,False,no_program_parsed,"{
""variables"": {
""nedney_field_goals"": """"
},
""formula"": """",
""unit"": ""field_goals""
}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
deepseek-ai/deepseek-llm-7b-chat,tool_program,generic_financial_qa,b8d7c238-0b3e-45ba-99f9-e8a71c4e8f8d,How many days after a VOC probing party landed in the island was a decisive assault ordered?,4,,1,1577,True,False,,"{
""variables"": {
""fleet_arrival"": ""1620-12-31"",
""probing_party_landing"": ""1623-03-07"",
""assault_order"": ""1623-03-11""
},
""formula"": """",
""unit"": ""none""
}",0.0,0.5,0.8664124011993408,1577,False,False,False,False,0.0,0.0,False
deepseek-ai/deepseek-llm-7b-chat,tool_program,generic_financial_qa,508a6f11-0968-4418-aa84-c277f05e7575,How many years did it take for the Kamkowski Tatutes to be lifted?,15,,0,,False,False,no_program_parsed,"{
""variables"": {
""years_kamkowski_tatutes"": """"
},
""formula"": """",
""unit"": ""none""
}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
deepseek-ai/deepseek-llm-7b-chat,tool_program,generic_financial_qa,8f6813c3-3469-475b-82af-9309feac4410,How many years did Israel use napalm in Pakistan during the Six-Day War?,1965,,0,,False,False,no_program_parsed,"{
""variables"": {},
""formula"": """",
""unit"": ""none""
}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
deepseek-ai/deepseek-llm-7b-chat,tool_program,generic_financial_qa,c432bf4a-db70-4e00-a093-fe43ca9b7ab6,How many more people are there than households?,32692,people - households,2,32692,True,True,,"{
""variables"": {
""people"": 47829,
""households"": 15137
},
""formula"": ""people - households"",
""unit"": ""none""
}",1.0,0.8,0.8922423124313354,32692,True,True,True,False,1.0,0.0,False
deepseek-ai/deepseek-llm-7b-chat,tool_program,generic_financial_qa,151f1e91-e49a-4e5d-ab60-97c7adcb53b4,"How many yards, to two decimal places, were Neil ODonnell's passes on average?",12.07,,3,,False,False,no_formula_multivar,"{
""variables"": {""passes"": 246, ""total_passes"": 416, ""yards"": 2970},
""formula"": """",
""unit"": ""yards""
}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
deepseek-ai/deepseek-llm-7b-chat,tool_program,period_comparison,5fa6b6c4-eac8-4b80-b0a0-bb0fe9862ef0,How many more birds were there in 2008 compared to 1998?,252,population_2008 - population_1998,2,52,True,False,,"{
""variables"": {
""population_2008"": 100,
""population_1998"": 48
},
""formula"": ""population_2008 - population_1998"",
""unit"": ""none""
}",1.0,0.8,0.8475126624107361,52,False,False,False,False,1.0,1.0,True
