extractor_id,condition,task_type,financebench_id,question,gold_answer,formula,n_vars,computed,executed,match_units,fail_reason,extractor_raw,support_probability,verbalized_confidence,logprob_confidence,parsed_answer,weak_match_raw,weak_match_answer,numeric_match_answer,refusal,confidence,brier,overconfident_wrong
nvidia/Nemotron-Mini-4B-Instruct,tool_program,line_item_lookup,GS/2015/page_188.pdf-4,"in billions , what was the total for 2015 and 2014 relating to commitments to invest in funds managed by the firm?",5.73,2015 + 2014 - investment_commitments + leases,4,6597.95,True,False,,"{""variables"": {""2015"": 27.03, ""2014"": 27.51, ""investment_commitments"": 6.05, ""leases"": 2575}, ""formula"": ""2015 + 2014 - investment_commitments + leases"", ""unit"": ""billions""}",1.0,0.9,0.7928366661071777,6597.95,False,False,False,False,1.0,1.0,True
nvidia/Nemotron-Mini-4B-Instruct,tool_program,ratio_calculation,V/2014/page_126.pdf-2,what is the percentage increase in the fair value of option granted from 2013 to 2014?,5.08,($fair_value_per_option_granted_2014 - $fair_value_per_option_granted_2013) / $fair_value_per_option_granted_2013 * 100,3,,False,False,formula_did_not_execute,"{""variables"": {""fair_value_per_option_granted_2014"": 44.11, ""fair_value_per_option_granted_2013"": 39.03, ""fair_value_per_option_granted_2012"": 29.65}, ""formula"": ""($fair_value_per_option_granted_2014 - $fair_value_per_option_granted_2013) / $fair_value_per_option_granted_2013 * 100"", ""unit"": ""percent""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,ratio_calculation,ANSS/2012/page_93.pdf-2,what was the percentage change in the royalty fees are reported in cost of goods sold from 2011 to 2012,9.3,royalty_fees / total_revenue * 100,2,0.0%,True,False,,"{""variables"": {""royalty_fees"": 6.8, ""total_revenue"": 580236}, ""formula"": ""royalty_fees / total_revenue * 100"", ""unit"": ""percent""}",1.0,0.0,0.8717910051345825,0.0%,False,False,False,False,1.0,1.0,True
nvidia/Nemotron-Mini-4B-Instruct,tool_program,line_item_lookup,ECL/2017/page_94.pdf-1,what is the difference between the statutory u.s . rate and the effective income tax rate in 2017?,0.213,effective_income_tax_rate,14,13.7,True,False,,"{""variables"": {""statutory_us_rate"": 35, ""one_time_transition_tax"": 9.1, ""state_income_taxes_net_of_federal_benefit"": 0.4, ""foreign_operations"": -7.4, ""domestic_manufacturing_deduction"": -2.2, ""r_d_credit"": -1.0, ""change_in_valuation_allowance"": 0.2, ""audit_settlements_and_refunds"": -0.1, ""excess_stock_benefits"": -2.3, ""change_in_federal_tax_rate_deferred_taxes"": -18.2, ""venezuela_charges"": 0, ""worthless_stock_deduction"": 0, ""other_net"": 0.2, ""effective_income_tax_rate"": 13.7}, ""formula"": ""effective_income_tax_rate"", ""unit"": ""%""}",1.0,0.9,0.940377414226532,13.7,False,False,False,False,1.0,1.0,True
nvidia/Nemotron-Mini-4B-Instruct,tool_program,ratio_calculation,UNP/2015/page_56.pdf-2,what is the percent of the network route in miles that is not leased but owned by the company,0.81237,route_miles_owned / total_route_miles * 100,2,81.2%,True,False,,"{""variables"": {""route_miles_owned"": 26064, ""total_route_miles"": 32084}, ""formula"": ""route_miles_owned / total_route_miles * 100"", ""unit"": ""percent""}",1.0,0.9,0.794553279876709,81.2%,False,False,False,False,1.0,1.0,True
nvidia/Nemotron-Mini-4B-Instruct,tool_program,ratio_calculation,GPN/2013/page_92.pdf-1,what percentage of lease payments will be paid out in the first year?,0.19366,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,ratio_calculation,STT/2009/page_25.pdf-2,what was the percent change in the aggregate net asset values of the collateral pools underlying ssga lending funds between 2008 and 2009?,0.29167,((direct_lending_collateral_pools - december_31_2008_direct_lending_collateral_pools) / december_31_2008_direct_lending_collateral_pools) + ((collateral_pools_underlying_ssga_lending_funds - december_31_2008_collateral_pools_underlying_ssga_lending_funds) / december_31_2008_collateral_pools_underlying_ssga_lending_funds) * 100,2,0.0%,True,False,,"{""variables"": {""direct_lending_collateral_pools"": 85, ""collateral_pools_underlying_ssga_lending_funds"": 24}, ""formula"": ""((direct_lending_collateral_pools - december_31_2008_direct_lending_collateral_pools) / december_31_2008_direct_lending_collateral_pools) + ((collateral_pools_underlying_ssga_lending_funds - december_31_2008_collateral_pools_underlying_ssga_lending_funds) / december_31_2008_collateral_pools_underlying_ssga_lending_funds) * 100"", ""unit"": ""percent""}",1.0,0.0,0.9046543836593628,0.0%,False,False,False,False,1.0,1.0,True
nvidia/Nemotron-Mini-4B-Instruct,tool_program,ratio_calculation,PNC/2012/page_65.pdf-1,what percentage of the total carrying amount of investment securities is the securities held to maturity?,16.93811,total_securities_held_to_maturity / total_securities * 100,2,20.4%,True,False,,"{""variables"": {""total_securities_held_to_maturity"": 12450, ""total_securities"": 61018}, ""formula"": ""total_securities_held_to_maturity / total_securities * 100"", ""unit"": ""percent""}",1.0,0.9,0.8582162857055664,20.4%,False,False,False,False,1.0,1.0,True
nvidia/Nemotron-Mini-4B-Instruct,tool_program,ratio_calculation,AMT/2003/page_27.pdf-3,in 2004 following the consolidation of the business operation what was the percentage of rental square feet in boston up for re-lease,0.33333,,0,,False,False,no_program_parsed,"{""variables"": {}, ""formula"": """", ""unit"": ""none""}",0.0,,,INSUFFICIENT_EVIDENCE,False,False,False,True,0.0,0.0,False
nvidia/Nemotron-Mini-4B-Instruct,tool_program,generic_financial_qa,ETR/2008/page_298.pdf-2,"what is the total value , in millions of dollars , of issuable long-term securities?",1450.0,issuable_long_term_securities,1,75048,True,False,,"{""variables"": {""issuable_long_term_securities"": 75048}, ""formula"": ""issuable_long_term_securities"", ""unit"": ""millions of dollars""}",1.0,0.9,0.7855753302574158,75048,False,False,False,False,1.0,1.0,True
